,Date,Rating,Title,Review
1755,3 March 2018,50,Alway good,We decided to beat the crowds and had lunch at 11. Restaurant was almost empty but was filling up as we ate. Service was good. Food was very good.
1756,1 March 2018,20,Disinterested staff,Waited at fairly empty bar to be served. After waiting over five minutes while bar staff chatted to a customer. Gave up and left
1757,21 February 2018,50,Amazing staff & music,"Amazing staff & music, Food was good too, great Location. If you are a smoker, you have to go upstairs on the street to smoke, but staff is helpfull :)"
1758,20 February 2018,50,Go here over and over again,Hard Rock is just so awesome. Service was great and food was just so delicious. Burgers were so tasty! Gift shop is a bit pricey but the clothing looks nice.
1759,19 February 2018,40,First time at HRC,First experience of a Hard Rock Cafe. Good choice of food and drink and service was efficient. Would definitely visit again in the future. Enjoyable visit!
1760,17 February 2018,20,Poor service and food,The kids were excited about visiting Hard Rock in New York. The experience wasn't good. Staff were unpleasant and the food was the worst we had in North America. Planet Hollywood was so much better.
1761,16 February 2018,40,Burger at the Hard Rock New York,"Good food and good service late at night (we arrived at around 11:00 p.m cold, tired and hungry. A bit pricey for a burger but hey, we were on holiday."
1762,13 February 2018,50,Great experience,"Great food, good service and reasonably priced! Can recommend the potato skins for a starter and burger for main, staff were friendly and helpful too"
1763,12 February 2018,40,Loved it 😀,"We had a Legend burger, Fajitas and cocktails all very nice and all the staff very friendly be prepared to wait for a table as can be manic but worth it."
1764,6 February 2018,10,Awful food,Food was absolutely awful! Tasted like it had been heated in the microwave. Service was slow on a not so busy night. Definitely not worth a visit
1765,2 February 2018,50,Classic good,"Live the Hard Rock Cafe. They do the best nachos!!! And this trip, I actually think I had one of the best steaks I have ever had! Great service, great food, great cocktails, slightly overpriced, but you’re paying for the hard rock experience!"
1766,2 February 2018,40,Nice experience,"Visited HRC with my daughter a few times during week stay in NY. Food was all right. Service was great.The music, as in most hard rock café's throughout the world was great."
1767,30 January 2018,50,Restaurant was huge!,"We thought it might be busy so tried to book a table online but none were available, so thought we’d just try our luck and turn up. We were seated straight away, service was excellent, food was great and cocktails very tasty!"
1768,30 January 2018,40,Overall Nice Experience,"We entered and at first we didn't understand which way to go, but once we figured that out, we met a good server/ bar tender. He made us great cocktails, good quantity. Portions of food was also good! Great music and amazing decor"
1769,29 January 2018,40,In the heart of Times Square,Good food and friendly service but overpriced. The place is very dark too. Overall though it is one of these places where one needs to go when in NYC.
1770,29 January 2018,50,lovely,"lovely staff, great atmosphere, great food went here first night felt very comfortable, good background music"
1771,27 January 2018,40,I always love the Hard Rock. It Rocks Hard,Yes I said the joke of my title when I was there. Yes it made me laugh...Anywho I always enjoy the Hard Rock and places like this. You know what your getting when you eat here. Music and atmosphere was allot of fun as well.
1772,24 January 2018,50,Dinner!,Lovely food with high quality. Workers very nice and friendly added pictures of food. Not the cheapest but the best burgers in NYC
1773,18 January 2018,30,Over priced,"$170 for 2 starters, 3 burgers and a couple of drinks.....terrible music. The waitress was attentive but I think that was all the place had going for it. It trades on its name so inflated prices"
1774,18 January 2018,50,Daughter loved it!,Brought my daughter here. She was performing on Broadway that weekend and entertainment is her blood. Naturally we had to bring her here. She loved it. Good service good food great experience. A must visit when seeing NYC.
1775,16 January 2018,50,As always.. amazing service,"Every country we visit me and my boyfriend always make sure we visit a hard rock cafe! New york hard rock cafe has amazing service from all the staff, great atmosphere, overall amazing. Always a pleasure visiting! And will continue to do so!"
1776,16 January 2018,40,Nice Meal,"Standard Hard Rock Cafe. Good food and good service you'd expect. Restaurant and menu very good, service friendly and attentive. Rock memorabilia here probably better then most. Recommend as a reliable restaurant but nothing out of the world."
1777,15 January 2018,30,average food- below average music,"The salad was dry and tasteless. The burgers were good but overpriced. The song selection was awful, such as Britney Sears and Helena Gomez, and inappropriate."
1778,15 January 2018,40,Every time we are in New York we visit HardRock,30 Minutes waiting time and as every time - super service very good cocktails and delicious burger (original legendary burger) We‘ll be back next time :-)
1779,15 January 2018,40,a must see,"Coffee or drinks in bar really good. Souvenirs are a must. I love this place, so much when in twice."
1780,12 January 2018,40,Enjoyed Our Dinner,"Arrived late and this restaurant was close to our hotel. Food was good, our server was incredible giving us numerous ideas on how to tackle NYC."
1781,6 January 2018,50,Great food,An obvious place to try in New York the food was good sized. Lil bit expensive but what would one expect for a tourist
1782,6 January 2018,40,Wow cafe....,"Hard Rock cafe, beautiful building in a best The hard Rock cafe is more attractive for the outside visiters because such a beautiful place is that., best and tasty dishes, we all like the"
1783,4 January 2018,40,Pretty good for a chain,"Never my 1st choice, however after the hockey at the Gardens, and a few beers in, this was open so we went in. Really cannot complain at all. 4 Burgers all cooked well to order. Good fries, good service, decent beer and reasonable price."
1784,4 January 2018,50,"We waited for an hour to be seated, but I didn't care I wanted to eat there and I was not disappointed.","The wait was over an hour, but the food was wonderful and the staf were the best I didn't mind waiting because of the customer service that the staf shown me and the food too."
1785,31 December 2017,50,Great ambience in great location.,Enjoyable family meal whilst sightseeing in NYC. Loved the rock memorabilia. Friendly service but very busy as expected.
